Rank,Team Number,Quality Awards
534,1736,1
534,1739,1
534,1740,1
534,1745,1
534,1757,1
534,1787,1
534,1802,1
534,1803,1
534,1816,1
534,1825,1
534,1868,1
534,1891,1
534,1893,1
534,1895,1
534,1899,1
534,1902,1
534,1918,1
534,1922,1
534,1946,1
534,1996,1
534,1997,1
534,2000,1
534,2028,1
534,2035,1
534,2039,1
534,2040,1
534,2048,1
534,2051,1
534,2053,1
534,2073,1
534,2079,1
534,2080,1
534,2081,1
534,2096,1
534,2129,1
534,2158,1
534,2164,1
534,2165,1
534,2169,1
534,2181,1
534,2199,1
534,2212,1
534,2214,1
534,2220,1
534,2227,1
534,2230,1
534,2232,1
534,2246,1
534,2247,1
534,2252,1
534,2265,1
534,2283,1
534,2290,1
534,2357,1
534,2358,1
534,2383,1
534,2386,1
534,2393,1
534,2410,1
534,2438,1
534,2443,1
534,2444,1
534,2465,1
534,2468,1
534,2471,1
534,2481,1
534,2487,1
534,2491,1
534,2495,1
534,2502,1
534,2512,1
534,2522,1
534,2523,1
534,2531,1
534,2537,1
534,2554,1
534,2584,1
534,2601,1
534,2612,1
534,2614,1
534,2641,1
534,2658,1
534,2667,1
534,2682,1
534,2687,1
534,2708,1
534,2714,1
534,2720,1
534,2722,1
534,2773,1
534,2783,1
534,2833,1
534,2834,1
534,2840,1
534,2847,1
534,2848,1
534,2849,1
534,2852,1
534,2853,1
534,2854,1
534,2867,1
534,2872,1
534,2876,1
534,2877,1
534,2881,1
534,2883,1
534,2890,1
534,2898,1
534,2907,1
534,2912,1
534,2926,1
534,2935,1
534,2936,1
534,2960,1
534,2977,1
534,2987,1
534,2998,1
534,3003,1
534,3018,1
534,3021,1
534,3034,1
534,3042,1
534,3045,1
534,3065,1
534,3070,1
534,3083,1
534,3098,1
534,3130,1
534,3139,1
534,3146,1
534,3147,1
534,3157,1
534,3158,1
534,3161,1
534,3173,1
534,3197,1
534,3216,1
534,3219,1
534,3243,1
534,3244,1
534,3256,1
534,3260,1
534,3276,1
534,3277,1
534,3280,1
534,3314,1
534,3329,1
534,3335,1
534,3354,1
534,3408,1
534,3410,1
534,3414,1
534,3455,1
534,3487,1
534,3522,1
534,3559,1
534,3570,1
534,3581,1
534,3588,1
534,3596,1
534,3620,1
534,3635,1
534,3636,1
534,3646,1
534,3654,1
534,3655,1
534,3667,1
534,3673,1
534,3711,1
534,3719,1
534,3729,1
534,3735,1
534,3750,1
534,3770,1
534,3785,1
534,3792,1
534,3794,1
534,3802,1
534,3812,1
534,3826,1
534,3835,1
534,3848,1
534,3872,1
534,3926,1
534,3928,1
534,3930,1
534,3974,1
534,4005,1
534,4043,1
534,4048,1
534,4050,1
534,4051,1
534,4055,1
534,4065,1
534,4069,1
534,4073,1
534,4087,1
534,4118,1
534,4121,1
534,4122,1
534,4143,1
534,4145,1
534,4158,1
534,4187,1
534,4192,1
534,4228,1
534,4237,1
534,4242,1
534,4276,1
534,4290,1
534,4294,1
534,4295,1
534,4329,1
534,4336,1
534,4338,1
534,4361,1
534,4376,1
534,4381,1
534,4398,1
534,4418,1
534,4421,1
534,4422,1
534,4453,1
534,4476,1
534,4490,1
534,4513,1
534,4514,1
534,4525,1
534,4533,1
534,4536,1
534,4541,1
534,4561,1
534,4580,1
534,4593,1
534,4598,1
534,4601,1
534,4603,1
534,4611,1
534,4618,1
534,4630,1
534,4641,1
534,4678,1
534,4688,1
534,4698,1
534,4719,1
534,4735,1
534,4786,1
534,4810,1
534,4817,1
534,4828,1
534,4838,1
534,4845,1
534,4903,1
534,4904,1
534,4905,1
534,4907,1
534,4918,1
534,4926,1
534,4935,1
534,4956,1
534,4961,1
534,4967,1
534,4976,1
534,4977,1
534,4991,1
534,5006,1
534,5010,1
534,5015,1
534,5016,1
534,5024,1
534,5030,1
534,5050,1
534,5053,1
534,5056,1
534,5085,1
534,5086,1
534,5090,1
534,5109,1
534,5115,1
534,5125,1
534,5130,1
534,5152,1
534,5160,1
534,5166,1
534,5181,1
534,5205,1
534,5242,1
534,5248,1
534,5254,1
534,5279,1
534,5314,1
534,5348,1
534,5402,1
534,5406,1
534,5407,1
534,5411,1
534,5413,1
534,5422,1
534,5428,1
534,5431,1
534,5436,1
534,5437,1
534,5439,1
534,5449,1
534,5460,1
534,5498,1
534,5499,1
534,5503,1
534,5522,1
534,5525,1
534,5526,1
534,5535,1
534,5546,1
534,5582,1
534,5603,1
534,5623,1
534,5632,1
534,5638,1
534,5661,1
534,5667,1
534,5676,1
534,5683,1
534,5689,1
534,5705,1
534,5712,1
534,5727,1
534,5730,1
534,5735,1
534,5801,1
534,5802,1
534,5803,1
534,5809,1
534,5811,1
534,5813,1
534,5829,1
534,5843,1
534,5865,1
534,5883,1
534,5887,1
534,5889,1
534,5901,1
534,5910,1
534,5913,1
534,5948,1
534,5970,1
534,5982,1
534,5986,1
534,6002,1
534,6016,1
534,6017,1
534,6023,1
534,6024,1
534,6026,1
534,6033,1
534,6038,1
534,6061,1
534,6076,1
534,6078,1
534,6112,1
534,6120,1
534,6122,1
534,6140,1
534,6170,1
534,6172,1
534,6175,1
534,6193,1
534,6237,1
534,6324,1
534,6328,1
534,6341,1
534,6364,1
534,6377,1
534,6386,1
534,6390,1
534,6403,1
534,6415,1
534,6423,1
534,6434,1
534,6435,1
534,6443,1
534,6471,1
534,6500,1
534,6528,1
534,6569,1
534,6570,1
534,6608,1
534,6639,1
534,6647,1
534,6672,1
534,6694,1
534,6753,1
534,6768,1
534,6800,1
534,6803,1
534,6838,1
534,6877,1
534,6901,1
534,6907,1
534,6925,1
534,6948,1
534,6956,1
534,6968,1
534,6996,1
534,6998,1
534,7021,1
534,7042,1
534,7058,1
534,7067,1
534,7086,1
534,7104,1
534,7108,1
534,7137,1
534,7146,1
534,7152,1
534,7153,1
534,7160,1
534,7179,1
534,7197,1
534,7258,1
534,7407,1
534,7443,1
534,7444,1
534,7454,1
534,7457,1
534,7458,1
534,7484,1
534,7492,1
534,7521,1
534,7553,1
534,7576,1
534,7605,1
534,7782,1
534,7784,1
534,7890,1
534,7915,1
534,8005,1
534,8011,1
534,8032,1
534,8046,1
534,8051,1
534,8055,1
534,8081,1
534,8090,1
534,8096,1
534,8146,1
534,8150,1
534,8220,1
534,8352,1
534,8429,1
534,8513,1
534,8515,1
534,8576,1
534,8584,1
534,8590,1
534,8595,1
534,8701,1
534,8726,1
534,8727,1
534,8736,1
534,8738,1
534,8749,1
534,8768,1
534,8769,1
534,8808,1
534,8828,1
534,8841,1
534,8873,1
534,8874,1
534,9005,1
534,9062,1
534,9084,1
534,9085,1
534,9088,1
534,9092,1
534,9110,1
534,9126,1
534,9140,1
534,9232,1
534,9234,1
534,9245,1
534,9427,1
534,9452,1
534,9460,1
534,9496,1
534,9574,1
534,9576,1
534,9593,1
534,9599,1
534,9609,1
534,9758,1
534,9979,1
534,10021,1
534,10131,1
534,10234,1
534,11141,1
534,11214,1
534,11442,1
1185,6,0
1185,7,0
1185,9,0
1185,10,0
1185,13,0
1185,15,0
1185,17,0
1185,18,0
1185,21,0
1185,22,0
1185,23,0
1185,24,0
1185,28,0
1185,29,0
1185,30,0
1185,31,0
1185,35,0
1185,37,0
1185,39,0
1185,41,0
1185,42,0
1185,46,0
1185,49,0
1185,52,0
1185,53,0
1185,55,0
1185,62,0
1185,65,0
1185,73,0
1185,77,0
1185,80,0
1185,81,0
1185,84,0
1185,89,0
1185,92,0
1185,94,0
1185,95,0
1185,96,0
1185,97,0
1185,98,0
1185,101,0
1185,104,0
1185,105,0
1185,106,0
1185,109,0
1185,112,0
1185,114,0
1185,116,0
1185,117,0
1185,123,0
1185,124,0
1185,127,0
1185,130,0
1185,132,0
1185,134,0
1185,136,0
1185,140,0
1185,145,0
1185,147,0
1185,151,0
1185,153,0
1185,155,0
1185,156,0
1185,158,0
1185,161,0
1185,162,0
1185,163,0
1185,167,0
1185,168,0
1185,169,0
1185,174,0
1185,182,0
1185,184,0
1185,186,0
1185,197,0
1185,199,0
1185,202,0
1185,204,0
1185,209,0
1185,212,0
1185,213,0
1185,215,0
1185,216,0
1185,221,0
1185,227,0
1185,232,0
1185,235,0
1185,239,0
1185,240,0
1185,241,0
1185,244,0
1185,248,0
1185,249,0
1185,252,0
1185,253,0
1185,255,0
1185,256,0
1185,257,0
1185,258,0
1185,259,0
1185,260,0
1185,261,0
1185,264,0
1185,265,0
1185,266,0
1185,268,0
1185,269,0
1185,270,0
1185,274,0
1185,276,0
1185,277,0
1185,278,0
1185,279,0
1185,282,0
1185,283,0
1185,284,0
1185,290,0
1185,295,0
1185,296,0
1185,297,0
1185,298,0
1185,299,0
1185,300,0
1185,301,0
1185,304,0
1185,306,0
1185,309,0
1185,311,0
1185,313,0
1185,315,0
1185,317,0
1185,321,0
1185,324,0
1185,326,0
1185,328,0
1185,331,0
1185,334,0
1185,335,0
1185,338,0
1185,341,0
1185,345,0
1185,349,0
1185,350,0
1185,351,0
1185,352,0
1185,356,0
1185,361,0
1185,362,0
1185,367,0
1185,369,0
1185,371,0
1185,372,0
1185,373,0
1185,374,0
1185,376,0
1185,380,0
1185,381,0
1185,382,0
1185,386,0
1185,388,0
1185,391,0
1185,393,0
1185,394,0
1185,395,0
1185,397,0
1185,398,0
1185,400,0
1185,402,0
1185,404,0
1185,405,0
1185,406,0
1185,407,0
1185,408,0
1185,409,0
1185,410,0
1185,411,0
1185,413,0
1185,414,0
1185,415,0
1185,416,0
1185,418,0
1185,419,0
1185,420,0
1185,421,0
1185,423,0
1185,424,0
1185,426,0
1185,427,0
1185,428,0
1185,429,0
1185,430,0
1185,431,0
1185,432,0
1185,434,0
1185,436,0
1185,437,0
1185,438,0
1185,440,0
1185,441,0
1185,442,0
1185,443,0
1185,444,0
1185,448,0
1185,451,0
1185,453,0
1185,457,0
1185,459,0
1185,460,0
1185,462,0
1185,463,0
1185,464,0
1185,465,0
1185,466,0
1185,467,0
1185,468,0
1185,470,0
1185,471,0
1185,475,0
1185,478,0
1185,480,0
1185,481,0
1185,486,0
1185,487,0
1185,488,0
1185,491,0
1185,492,0
1185,493,0
1185,495,0
1185,497,0
1185,498,0
1185,499,0
1185,500,0
1185,501,0
1185,502,0
1185,504,0
1185,505,0
1185,506,0
1185,508,0
1185,510,0
1185,511,0
1185,512,0
1185,513,0
1185,514,0
1185,515,0
1185,516,0
1185,517,0
1185,518,0
1185,519,0
1185,520,0
1185,521,0
1185,524,0
1185,526,0
1185,529,0
1185,535,0
1185,536,0
1185,537,0
1185,539,0
1185,541,0
1185,545,0
1185,546,0
1185,547,0
1185,550,0
1185,551,0
1185,554,0
1185,557,0
1185,560,0
1185,561,0
1185,563,0
1185,564,0
1185,565,0
1185,566,0
1185,568,0
1185,570,0
1185,573,0
1185,574,0
1185,575,0
1185,576,0
1185,577,0
1185,578,0
1185,579,0
1185,580,0
1185,582,0
1185,583,0
1185,585,0
1185,586,0
1185,588,0
1185,589,0
1185,591,0
1185,592,0
1185,593,0
1185,594,0
1185,596,0
1185,598,0
1185,600,0
1185,601,0
1185,602,0
1185,603,0
1185,605,0
1185,606,0
1185,607,0
1185,608,0
1185,609,0
1185,613,0
1185,615,0
1185,616,0
1185,618,0
1185,621,0
1185,622,0
1185,625,0
1185,627,0
1185,628,0
1185,630,0
1185,632,0
1185,633,0
1185,634,0
1185,635,0
1185,636,0
1185,637,0
1185,638,0
1185,640,0
1185,641,0
1185,642,0
1185,643,0
1185,644,0
1185,645,0
1185,646,0
1185,647,0
1185,648,0
1185,650,0
1185,651,0
1185,652,0
1185,653,0
1185,654,0
1185,655,0
1185,658,0
1185,659,0
1185,660,0
1185,662,0
1185,663,0
1185,664,0
1185,665,0
1185,666,0
1185,667,0
1185,668,0
1185,671,0
1185,674,0
1185,675,0
1185,676,0
1185,677,0
1185,679,0
1185,681,0
1185,684,0
1185,685,0
1185,686,0
1185,688,0
1185,690,0
1185,691,0
1185,694,0
1185,697,0
1185,698,0
1185,699,0
1185,700,0
1185,702,0
1185,703,0
1185,709,0
1185,711,0
1185,713,0
1185,715,0
1185,731,0
1185,743,0
1185,748,0
1185,749,0
1185,750,0
1185,752,0
1185,754,0
1185,755,0
1185,757,0
1185,758,0
1185,759,0
1185,760,0
1185,761,0
1185,762,0
1185,764,0
1185,765,0
1185,766,0
1185,768,0
1185,769,0
1185,770,0
1185,771,0
1185,773,0
1185,776,0
1185,779,0
1185,780,0
1185,781,0
1185,782,0
1185,783,0
1185,800,0
1185,802,0
1185,803,0
1185,804,0
1185,805,0
1185,806,0
1185,807,0
1185,808,0
1185,809,0
1185,810,0
1185,811,0
1185,812,0
1185,814,0
1185,820,0
1185,822,0
1185,824,0
1185,825,0
1185,827,0
1185,831,0
1185,833,0
1185,837,0
1185,841,0
1185,843,0
1185,847,0
1185,848,0
1185,849,0
1185,850,0
1185,851,0
1185,853,0
1185,857,0
1185,858,0
1185,859,0
1185,861,0
1185,863,0
1185,866,0
1185,867,0
1185,872,0
1185,873,0
1185,874,0
1185,875,0
1185,877,0
1185,878,0
1185,879,0
1185,880,0
1185,881,0
1185,883,0
1185,884,0
1185,885,0
1185,886,0
1185,887,0
1185,889,0
1185,891,0
1185,892,0
1185,896,0
1185,897,0
1185,898,0
1185,899,0
1185,901,0
1185,902,0
1185,904,0
1185,905,0
1185,906,0
1185,908,0
1185,909,0
1185,912,0
1185,913,0
1185,914,0
1185,915,0
1185,917,0
1185,918,0
1185,919,0
1185,920,0
1185,922,0
1185,925,0
1185,926,0
1185,927,0
1185,928,0
1185,932,0
1185,933,0
1185,934,0
1185,936,0
1185,937,0
1185,938,0
1185,939,0
1185,940,0
1185,941,0
1185,942,0
1185,943,0
1185,945,0
1185,946,0
1185,947,0
1185,949,0
1185,950,0
1185,953,0
1185,954,0
1185,956,0
1185,959,0
1185,960,0
1185,961,0
1185,962,0
1185,963,0
1185,964,0
1185,966,0
1185,969,0
1185,970,0
1185,974,0
1185,976,0
1185,979,0
1185,981,0
1185,982,0
1185,984,0
1185,988,0
1185,989,0
1185,990,0
1185,991,0
1185,992,0
1185,995,0
1185,996,0
1185,997,0
1185,998,0
1185,1000,0
1185,1001,0
1185,1002,0
1185,1005,0
1185,1006,0
1185,1007,0
1185,1008,0
1185,1009,0
1185,1010,0
1185,1013,0
1185,1015,0
1185,1016,0
1185,1017,0
1185,1018,0
1185,1019,0
1185,1020,0
1185,1022,0
1185,1026,0
1185,1027,0
1185,1028,0
1185,1029,0
1185,1030,0
1185,1031,0
1185,1033,0
1185,1034,0
1185,1035,0
1185,1036,0
1185,1037,0
1185,1039,0
1185,1040,0
1185,1041,0
1185,1042,0
1185,1043,0
1185,1045,0
1185,1046,0
1185,1047,0
1185,1048,0
1185,1049,0
1185,1051,0
1185,1052,0
1185,1053,0
1185,1054,0
1185,1055,0
1185,1056,0
1185,1057,0
1185,1059,0
1185,1060,0
1185,1062,0
1185,1063,0
1185,1064,0
1185,1067,0
1185,1068,0
1185,1069,0
1185,1070,0
1185,1071,0
1185,1072,0
1185,1074,0
1185,1075,0
1185,1076,0
1185,1077,0
1185,1079,0
1185,1081,0
1185,1082,0
1185,1083,0
1185,1084,0
1185,1085,0
1185,1087,0
1185,1089,0
1185,1090,0
1185,1091,0
1185,1092,0
1185,1093,0
1185,1094,0
1185,1095,0
1185,1096,0
1185,1097,0
1185,1098,0
1185,1099,0
1185,1101,0
1185,1103,0
1185,1104,0
1185,1105,0
1185,1106,0
1185,1109,0
1185,1110,0
1185,1111,0
1185,1112,0
1185,1113,0
1185,1115,0
1185,1116,0
1185,1118,0
1185,1119,0
1185,1120,0
1185,1122,0
1185,1123,0
1185,1125,0
1185,1127,0
1185,1129,0
1185,1130,0
1185,1131,0
1185,1132,0
1185,1133,0
1185,1135,0
1185,1136,0
1185,1137,0
1185,1138,0
1185,1139,0
1185,1140,0
1185,1141,0
1185,1142,0
1185,1143,0
1185,1144,0
1185,1146,0
1185,1147,0
1185,1149,0
1185,1150,0
1185,1151,0
1185,1152,0
1185,1154,0
1185,1155,0
1185,1159,0
1185,1161,0
1185,1162,0
1185,1163,0
1185,1164,0
1185,1165,0
1185,1166,0
1185,1167,0
1185,1168,0
1185,1169,0
1185,1172,0
1185,1177,0
1185,1178,0
1185,1181,0
1185,1183,0
1185,1184,0
1185,1185,0
1185,1187,0
1185,1189,0
1185,1190,0
1185,1191,0
1185,1192,0
1185,1195,0
1185,1199,0
1185,1200,0
1185,1201,0
1185,1202,0
1185,1203,0
1185,1204,0
1185,1205,0
1185,1206,0
1185,1208,0
1185,1209,0
1185,1210,0
1185,1211,0
1185,1212,0
1185,1213,0
1185,1214,0
1185,1215,0
1185,1219,0
1185,1220,0
1185,1221,0
1185,1222,0
1185,1223,0
1185,1224,0
1185,1226,0
1185,1227,0
1185,1228,0
1185,1230,0
1185,1232,0
1185,1235,0
1185,1236,0
1185,1237,0
1185,1238,0
1185,1239,0
1185,1240,0
1185,1242,0
1185,1243,0
1185,1244,0
1185,1245,0
1185,1246,0
1185,1247,0
1185,1248,0
1185,1249,0
1185,1250,0
1185,1255,0
1185,1256,0
1185,1257,0
1185,1258,0
1185,1259,0
1185,1260,0
1185,1263,0
1185,1266,0
1185,1268,0
1185,1270,0
1185,1272,0
1185,1274,0
1185,1275,0
1185,1276,0
1185,1277,0
1185,1278,0
1185,1280,0
1185,1281,0
1185,1284,0
1185,1285,0
1185,1287,0
1185,1290,0
1185,1291,0
1185,1292,0
1185,1293,0
1185,1295,0
1185,1297,0
1185,1298,0
1185,1299,0
1185,1300,0
1185,1301,0
1185,1302,0
1185,1303,0
1185,1304,0
1185,1306,0
1185,1307,0
1185,1308,0
1185,1309,0
1185,1310,0
1185,1311,0
1185,1312,0
1185,1315,0
1185,1322,0
1185,1324,0
1185,1326,0
1185,1327,0
1185,1329,0
1185,1330,0
1185,1331,0
1185,1332,0
1185,1335,0
1185,1336,0
1185,1337,0
1185,1338,0
1185,1340,0
1185,1341,0
1185,1342,0
1185,1343,0
1185,1345,0
1185,1346,0
1185,1347,0
1185,1348,0
1185,1349,0
1185,1350,0
1185,1352,0
1185,1355,0
1185,1356,0
1185,1357,0
1185,1358,0
1185,1359,0
1185,1361,0
1185,1364,0
1185,1365,0
1185,1366,0
1185,1367,0
1185,1368,0
1185,1370,0
1185,1371,0
1185,1372,0
1185,1373,0
1185,1374,0
1185,1375,0
1185,1376,0
1185,1377,0
1185,1378,0
1185,1379,0
1185,1380,0
1185,1384,0
1185,1385,0
1185,1386,0
1185,1387,0
1185,1390,0
1185,1392,0
1185,1393,0
1185,1394,0
1185,1395,0
1185,1396,0
1185,1397,0
1185,1398,0
1185,1401,0
1185,1402,0
1185,1404,0
1185,1405,0
1185,1406,0
1185,1407,0
1185,1408,0
1185,1409,0
